report_date,url,domain,creation_date,updated_date,control_over_dns,domain_indexed,known_hosting,is_archived,num_archives,between_archives_distance,phish_archives_distance,is_on_root,is_subdomain
2023-11-11T12:02:24.212000Z,https://sxf.nuu.mybluehost.me/wp-content/agricole/agricole/94221/,sxf.nuu.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,118,False,True
2023-11-11T12:02:23.978000Z,https://sxf.nuu.mybluehost.me/wp-content/agricole/agricole/,sxf.nuu.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,118,False,True
2023-11-11T12:02:22.748000Z,https://encr.pw/gloogle,www.encurtador.dev,2021-10-07T14:01:57Z,2023-07-17T21:02:53Z,True,True,False,True,2,72,119,False,True
2023-11-11T12:02:22.634000Z,https://www.encurtador.dev/redirecionamento/gloogle,www.encurtador.dev,2021-10-07T14:01:57Z,2023-07-17T21:02:53Z,True,True,False,True,2,72,130,False,True
2023-11-11T12:02:22.411000Z,https://actioncampltd.info/,actioncampltd.info,2023-09-13T20:43:59Z,2023-09-18T20:44:50Z,True,False,False,False,0,-2,-2,True,False
2023-11-11T12:02:21.143000Z,https://sharonleesaganty.github.io/_project1_netflix/,sharonleesaganty.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,127,False,True
2023-11-11T12:02:19.920000Z,https://ipfs.apillon.io/ipfs/QmTVhFLSys8kgGESxBmfr81egUDceCkBAamEyyw613fZhM,ipfs.apillon.io,2022-09-15T16:22:10Z,2023-09-20T14:15:00Z,True,True,False,True,2,67,49,False,True
2023-11-11T12:02:19.500000Z,https://xlink.vn/iwf3xpgb,relief-reply-case-45906o.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-11T12:02:19.400000Z,https://relief-reply-case-45906o.surge.sh/,relief-reply-case-45906o.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-11T12:02:18.166000Z,https://www.fbhelpdesk.publicvm.com/,www.fbhelpdesk.publicvm.com,2007-07-19T05:57:17Z,2023-07-20T07:03:45Z,True,True,False,True,2,73,66,False,True
2023-11-11T12:02:18.063000Z,https://accuaire.net/js/664829390/index.html,accuaire.net,1999-07-22T11:42:19Z,2019-05-20T04:25:50Z,True,True,False,True,2,47,35,False,False
2023-11-11T12:02:17.550000Z,https://sxf.nuu.mybluehost.me/wp-content/agricole/agricole/2075,sxf.nuu.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,118,False,True
2023-11-11T11:36:56.606000Z,https://www.flowcode.com/page/voicenoterecord1,www.flowcode.com,2010-06-16T18:30:30Z,2020-10-05T18:52:10Z,True,True,False,True,2,310,176,False,True
2023-11-11T11:36:56.579000Z,https://btservterm.godaddysites.com/,btservterm.godaddysites.com,2013-11-18T17:08:35Z,2022-10-04T21:38:55Z,False,True,True,True,2,60,127,False,True
2023-11-11T11:36:56.565000Z,https://bt-business-communication-b68166.webflow.io/,bt-business-communication-b68166.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,32,False,True
2023-11-11T11:36:56.540000Z,https://my-bt-business-1a2dd5.webflow.io/,my-bt-business-1a2dd5.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,33,False,True
2023-11-11T10:36:33.168000Z,https://wordpress-lemon-kangaroo-kbnmsawangandepok65022.codeanyapp.com/v/,wordpress-lemon-kangaroo-kbnmsawangandepok65022.codeanyapp.com,2016-07-04T14:54:28Z,2022-09-22T09:39:46Z,False,True,True,True,2,91,143,False,True
2023-11-11T09:35:51.438000Z,https://c24hdp.webwave.dev/,c24hdp.webwave.dev,2019-03-01T10:32:59Z,2023-01-14T10:04:34Z,True,True,True,True,2,167,131,False,True
2023-11-11T09:35:51.434000Z,https://mion25.webwave.dev/,mion25.webwave.dev,2019-03-01T10:32:59Z,2023-01-14T10:04:34Z,True,True,True,True,2,167,81,False,True
2023-11-11T07:34:59.827000Z,https://exxduswallete.webflow.io,exxduswallete.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,17,False,True
2023-11-11T07:34:59.817000Z,https://exdousm.azurewebsites.net/login.html,exdousm.azurewebsites.net,2012-01-24T18:43:51Z,2022-12-23T09:39:46Z,True,True,True,True,2,370,103,False,True
2023-11-11T05:32:02.940000Z,https://new.express.adobe.com/webpage/OrpvyAJUtFiz7,new.express.adobe.com,1986-11-17T05:00:00Z,2023-09-26T06:33:04Z,True,True,True,True,2,404,220,False,True
2023-11-11T05:32:02.925000Z,https://vast-sore-somersault.glitch.me/,vast-sore-somersault.glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,True,True,True,True,2,8,53,False,True
2023-11-11T05:32:02.911000Z,https://www.authzimbra.x24hr.com/,www.authzimbra.x24hr.com,2000-06-29T00:54:01Z,2023-04-24T07:01:08Z,True,True,False,True,2,394,77,False,True
2023-11-11T05:32:02.897000Z,https://mail.dytdyfkyfufjgfkhfutfu.serveusers.com/ae6de74cfe08b44eee41cf429ae1.php?sam=77inboxaspxn2a570aa57c55908e4e5733e9d961&id2a570aa57c55908e4e5733e9d961&docd8cc2b2e94f830dc22df53f5addc,mail.dytdyfkyfufjgfkhfutfu.serveusers.com,2001-06-02T06:21:49Z,2023-03-29T07:00:58Z,True,True,False,True,2,384,157,False,True
2023-11-11T05:32:02.890000Z,https://mail.dytdyfkyfufjgfkhfutfu.serveusers.com/be8d43b31b971cbde0e74873ce9a.php?sam=77inboxaspxne7786eebb5cb8946b739a70ecdcf&ide7786eebb5cb8946b739a70ecdcf&doc3970436b43ee565d84b11801d125,mail.dytdyfkyfufjgfkhfutfu.serveusers.com,2001-06-02T06:21:49Z,2023-03-29T07:00:58Z,True,True,False,True,2,384,157,False,True
2023-11-11T05:32:02.537000Z,https://bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m.ipfs.cf-ipfs.com/updatdse.html,bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,51,False,True
2023-11-11T05:32:02.527000Z,https://ipfs.eth.aragon.network/ipfs/bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m/updatdse.html,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,51,False,True
2023-11-11T05:32:02.519000Z,https://cf-ipfs.com/ipfs/QmcRtp9knarV22hB3SY2DAm74NCXA6rR5rJoKD4sYWK75t/updatdse.html,bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,51,False,True
2023-11-11T05:32:02.507000Z,https://ipfs.io/ipfs/bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.497000Z,https://cloudflare-ipfs.com/ipfs/bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m/updatdse.html,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,51,False,False
2023-11-11T05:32:02.489000Z,https://cloudflare-ipfs.com/ipfs/bafybeib5tgd3ma4owo4r44b2drtx467a5d7tmovuy2ume67txp3rizrqje/iiizEJKnewwt.html,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,58,False,False
2023-11-11T05:32:02.477000Z,https://bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.dweb.link/,bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.467000Z,https://gateway.ipfs.io/ipfs/bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi,gateway.ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,True
2023-11-11T05:32:02.459000Z,https://cf-ipfs.com/ipfs/QmSV7MwkKHproqMq7w4S5LM4FZKjxWR11hD1we5PxBwcG8/iiizEJKnewwt.html,bafybeib5tgd3ma4owo4r44b2drtx467a5d7tmovuy2ume67txp3rizrqje.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,63,False,True
2023-11-11T05:32:02.446000Z,https://bafybeib5tgd3ma4owo4r44b2drtx467a5d7tmovuy2ume67txp3rizrqje.ipfs.cf-ipfs.com/iiizEJKnewwt.html,bafybeib5tgd3ma4owo4r44b2drtx467a5d7tmovuy2ume67txp3rizrqje.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,63,False,True
2023-11-11T05:32:02.436000Z,https://cloudflare-ipfs.com/ipfs/bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,50,False,False
2023-11-11T05:32:02.428000Z,https://bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.cf-ipfs.com,bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.416000Z,https://ipfs.eth.aragon.network/ipfs/bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,55,False,True
2023-11-11T05:32:02.405000Z,https://ipfs.io/ipfs/QmR3eUG9vKqpwmLEifj69bqv6X5hYeAyQLgWd2aVuKo8yo,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.385000Z,https://bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.infura-ipfs.io,bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.376000Z,https://ipfs.io/ipfs/QmSYsUreub7YPEe31rMRVVMZwBd9jP8Ar6PbEfun4Fwd3F,ipfs.io,2014-05-16T18:34:42Z,2024-04-16T16:01:34Z,True,True,True,True,2,44,43,False,False
2023-11-11T05:32:02.367000Z,https://infura-ipfs.io/ipfs/QmR3eUG9vKqpwmLEifj69bqv6X5hYeAyQLgWd2aVuKo8yo,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.355000Z,https://cf-ipfs.com/ipfs/QmR3eUG9vKqpwmLEifj69bqv6X5hYeAyQLgWd2aVuKo8yo,bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.333000Z,https://ipfs.io/ipfs/bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai,ipfs.io,2014-05-16T18:34:42Z,2024-04-16T16:01:34Z,True,True,True,True,2,44,43,False,False
2023-11-11T05:32:02.320000Z,https://gateway.ipfs.io/ipfs/bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai,gateway.ipfs.io,2014-05-16T18:34:42Z,2024-04-16T16:01:34Z,True,True,True,True,2,44,43,False,True
2023-11-11T05:32:02.311000Z,https://bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.cf-ipfs.com,bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,59,False,True
2023-11-11T05:32:02.301000Z,https://infura-ipfs.io/ipfs/QmSYsUreub7YPEe31rMRVVMZwBd9jP8Ar6PbEfun4Fwd3F,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,43,False,False
2023-11-11T05:32:02.289000Z,https://bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.dweb.link/,bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,59,False,True
2023-11-11T05:32:02.280000Z,https://cloudflare-ipfs.com/ipfs/bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,44,False,False
2023-11-11T05:32:02.270000Z,https://cf-ipfs.com/ipfs/QmSYsUreub7YPEe31rMRVVMZwBd9jP8Ar6PbEfun4Fwd3F,bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,59,False,True
2023-11-11T05:32:02.227000Z,https://bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.infura-ipfs.io,bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,59,False,True
2023-11-11T05:32:02.219000Z,https://ipfs.eth.aragon.network/ipfs/bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,59,False,True
2023-11-11T05:32:02.197000Z,https://ipfs.io/ipfs/QmXpqa9fFtaBCN4j9ZazYTre7RrfJRa5QY3oy6pkqibXF4,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.190000Z,https://ipfs.io/ipfs/bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.178000Z,https://infura-ipfs.io/ipfs/QmXpqa9fFtaBCN4j9ZazYTre7RrfJRa5QY3oy6pkqibXF4,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,False
2023-11-11T05:32:02.167000Z,https://gateway.ipfs.io/ipfs/bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4,gateway.ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,49,False,True
2023-11-11T05:32:02.160000Z,https://bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.cf-ipfs.com,bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.148000Z,https://cf-ipfs.com/ipfs/QmXpqa9fFtaBCN4j9ZazYTre7RrfJRa5QY3oy6pkqibXF4,bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.132000Z,https://bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.dweb.link/,bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.123000Z,https://ipfs.eth.aragon.network/ipfs/bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,55,False,True
2023-11-11T05:32:02.114000Z,https://cloudflare-ipfs.com/ipfs/bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,50,False,False
2023-11-11T05:32:02.101000Z,https://ipfs.io/ipfs/QmUjWXVoynb7KpT1nvRHADNABrNzdWpWduwwdbk8XoQYtq,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,100,False,False
2023-11-11T05:32:02.095000Z,https://bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.infura-ipfs.io,bafybeiem6g5ekrdof4jcxr227tyhrfbcslyhl3o2tskgg2aj64d3tv5tq4.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,55,False,True
2023-11-11T05:32:02.081000Z,https://ipfs.io/ipfs/bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,100,False,False
2023-11-11T05:32:02.076000Z,https://bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.cf-ipfs.com,bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,100,False,True
2023-11-11T05:32:02.068000Z,https://gateway.ipfs.io/ipfs/bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si,gateway.ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,100,False,True
2023-11-11T05:32:02.060000Z,https://bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.dweb.link/,bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,100,False,True
2023-11-11T05:32:02.054000Z,https://infura-ipfs.io/ipfs/QmUjWXVoynb7KpT1nvRHADNABrNzdWpWduwwdbk8XoQYtq,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,100,False,False
2023-11-11T05:32:02.042000Z,https://cf-ipfs.com/ipfs/QmUjWXVoynb7KpT1nvRHADNABrNzdWpWduwwdbk8XoQYtq,bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,1,-1,100,False,True
2023-11-11T05:32:02.022000Z,https://cloudflare-ipfs.com/ipfs/bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,100,False,False
2023-11-11T05:32:02.004000Z,https://bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.infura-ipfs.io,bafybeic7ae5exa6t6ma35sxjrzl7s3rev7scsbfcacwykxsslbpmtlb7si.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,100,False,True
2023-11-11T05:32:01.950000Z,https://zimb-zimbdesk0303.firebaseapp.com/,zimb-zimbdesk0303.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,72,False,True
2023-11-11T05:32:01.942000Z,https://zimb-zimbdesk0303.web.app/,zimb-zimbdesk0303.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,59,False,True
2023-11-11T05:32:01.930000Z,https://zcaa-123ce.firebaseapp.com/,zcaa-123ce.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,16,False,True
2023-11-11T05:32:01.924000Z,https://zcaa-123ce.web.app/,zcaa-123ce.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,23,False,True
2023-11-11T05:32:01.916000Z,https://webmailrupdatekorea.firebaseapp.com/,webmailrupdatekorea.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,59,False,True
2023-11-11T05:32:01.910000Z,https://webmailrupdatekorea.web.app/,webmailrupdatekorea.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,46,False,True
2023-11-11T05:32:01.905000Z,https://walkie-prod.firebaseapp.com/,walkie-prod.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,18,False,True
2023-11-11T05:32:01.899000Z,https://walkie-prod.web.app/,walkie-prod.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,7,False,True
2023-11-11T05:32:01.895000Z,https://user-review-information.firebaseapp.com/,user-review-information.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,13,False,True
2023-11-11T05:32:01.890000Z,https://user-review-information.web.app/,user-review-information.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,14,False,True
2023-11-11T05:32:01.875000Z,https://tsicalianodev.web.app/,tsicalianodev.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,8,False,True
2023-11-11T05:32:01.865000Z,https://support-account-reminder-333b4.firebaseapp.com/,support-account-reminder-333b4.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
2023-11-11T05:32:01.853000Z,https://support-account-reminder-333b4.web.app/,support-account-reminder-333b4.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,100,False,True
2023-11-11T05:32:01.846000Z,https://support-account-handle-48700.firebaseapp.com/,support-account-handle-48700.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
2023-11-11T05:32:01.839000Z,https://support-account-handle-48700.web.app/,support-account-handle-48700.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,100,False,True
2023-11-11T05:32:01.804000Z,https://solution-user-warning-2195a.firebaseapp.com/,solution-user-warning-2195a.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
2023-11-11T05:32:01.790000Z,https://solution-user-warning-2195a.web.app/,solution-user-warning-2195a.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,100,False,True
2023-11-11T05:32:01.783000Z,https://solution-user-warning-57b4a.firebaseapp.com/,solution-user-warning-57b4a.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
2023-11-11T05:32:01.773000Z,https://solution-user-warning-57b4a.web.app/,solution-user-warning-57b4a.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,100,False,True
2023-11-11T05:32:01.758000Z,https://solution-handle-user-e6424.firebaseapp.com/,solution-handle-user-e6424.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
2023-11-11T05:32:01.750000Z,https://solution-handle-user-e6424.web.app/,solution-handle-user-e6424.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,100,False,True
2023-11-11T05:32:01.741000Z,https://shjgt6cb.firebaseapp.com/,shjgt6cb.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True
2023-11-11T05:32:01.730000Z,https://shjgt6cb.web.app/,shjgt6cb.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,24,False,True
2023-11-11T05:32:01.723000Z,https://shjf2hbv.firebaseapp.com/,shjf2hbv.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True
2023-11-11T05:32:01.713000Z,https://shjf2hbv.web.app/,shjf2hbv.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,24,False,True
2023-11-11T05:32:01.700000Z,https://sha1yuvj.firebaseapp.com/,sha1yuvj.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True
2023-11-11T05:32:01.693000Z,https://sha1yuvj.web.app/,sha1yuvj.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,24,False,True
2023-11-11T05:32:01.681000Z,https://sh1dtya.firebaseapp.com/,sh1dtya.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True
2023-11-11T05:32:01.670000Z,https://sh1dtya.web.app/,sh1dtya.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,24,False,True
2023-11-11T05:32:01.660000Z,https://security-facebookmail-fdbb1.firebaseapp.com/,security-facebookmail-fdbb1.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,107,False,True
2023-11-11T05:32:01.649000Z,https://security-facebookmail-fdbb1.web.app/,security-facebookmail-fdbb1.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,122,False,True
2023-11-11T05:32:01.632000Z,https://rbc-verification.web.app/,rbc-verification.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,17,False,True
2023-11-11T05:32:01.619000Z,https://notify-user-violation-c266d.firebaseapp.com/,notify-user-violation-c266d.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,111,False,True
